순번,질문,답변
62,"혹시 ADHD에 대해 잘 아는 전문가님이시나. 경험이 있으신 분들! 글이 길지만 한 번 읽고 도움댓글 부탁드릴게요ㅠㅠ!!
현자 휴학중인 20대 중반이에요
얼마 전에 사람인 어플에서 인적성검사? 를 했어요
약간의 사고력과 문제해결능력. 그리고 계산이 필요한 문제들이었어요. 총 40문항이었고 20분이 주어졌는데
한 9문젠가 12문젠가밖에 못 풀었어요ㅠㅠ 심지어 몇개 찍음; 간단한 문제랬으면서..
언어. 수리. 공간. 추리능력 모두 평균보다 현저히 낮았고 백분위 42%인 공간능력 외엔 모두 백분위 20% 미만이더라구요..뭐 다 풀지도 못해서 얼마나 정확한 결과겠냐마는…
학창시절부터 원래 사고력이나 문제해결능력을 요하는 문제들. 특히 확률과 통계 과목이나. 오래 읽고 기억해야하는 국어 비문학 문제들을 특히 너무 못하긴 했어요. 너무 틀에 박힌 유형이라 정해진 대로 푸는 유형이 아니면 다 틀렸었어요. 과탐과목도 내신은 나름 논리를 맞춰서 풀었다고 생각했는데 거의 다 틀렸었구요. 그래서 그때부터 자존감이 너무 낮아지고 우울해했었어요. 난 너무 멍청하구나. 노력을 안 하는 것도 아니었다 생각해요. 애는 쓰는데 안 되는 애였죠. 
애를 쓴다는 게 뭐냐면 포부는 있고 열심히는 하고 싶은데 뭔가 잘 안되는? 뭐 공부를 하다 보면 계속해서 딴 생각이 나고 집중이 안 됐어요. 내가 노력이 부족한가 어떻게든 집중해보려 해봐도 딴생각이 자꾸 집중하는 새로 침투하는 느낌이었어요. 그리고 잠이 엄청 많았어요. 특정 과목에서는 수업 시작과 동시에 기절하듯 잤고. 잠을 깨우려 뭐 허벅지를 연필로 찌르든. 책을 갖고 뒤에 나가 서 있든 잤어요. 서서 잤어요. 스스로 뺨을 때려도 자더라구요… 어쩔 땐 계속 조는 게 선생님께도 너무 죄송하고. 스스로도 너무 창피해서 머리를 책상에 세게 내려박은 적이 있었어요 잠깰라고. 근데도 졸리더라구요;; 그때 난 노력조차 안되는 놈인가? 싶었어요. 공부 너무 잘하고 싶었는데 아무리 해봤자 3~4등급이 한계였어요. 뭔가 나를 자꾸 막는 느낌이었어요. 그렇게 대학도 그냥 저냥 왔고. 중학생때부터 재수할때까지 선생님들한테 ‘넌 열심히 하는데 왜…’ 라는 소리 꼭 들었었어요. 어떤 학원 쌤은 저 안타까워서 눈물 보이신 적도 있었죠. 대학 와서는 과 특성상 공부과목이 거의 단순암기였어서 어떻게 이갈고 해서 성적은 좋게 나왔어요. 그래서 제가 어려워했던 문제들. 과거 우울했던 날들 다 잊고 살았는데 인적성검사를 하고 나니 다시 생각이 나면서 불안해지더라구요.사실 휴학 때린 것도 이런 문제들이랑 아예 관련 없는 건 아니에요. 이제 고학년이 되다 보니 제가 여태껏 어려움을 겪었던 그런 문제들이 서서히 나오더라구요. 거기에 무력감도 점점 심해지고 그래서 도피하듯이 휴학 때린 상태에요. 
휴학 이후 계속 알바만 하고 있고 책을 손에 놓은지 꽤 되긴 했죠. 아무리 그래도 저 수치는 너무 아닌 것 같은 거에요. 저정도면 거의 지능수준에 문제가 있는 거 아닌가? 싶었어요. 근데 또 저 중학생때 했던 IQ검사는 118? 정도로 나왔었단 말이에요ㅠㅠ정확한 수치는 기억 안나는데 일단 문제있는 수준도 아니고 평균정도는 됐어요.
말이 길었는데 일단 그래서 혹시 ADHD인가? 의심이 들더라구요. 그냥 여태 우울증. 번아웃. 무기력증정도로만 생각했는데 애초에 근본 원인이 따로 있는 거 아닐까 싶어서 여러 영상 찾아봤어요. 근데도 아리까리해서…
솔직히 지금 기억해보면 학창시절때 얼마나 집중을 못 했는지 정확히 기억은 안 나요. 저는 공부하는 기간 내내 늘 그랬어서 뭐가 집중하는건지 집중 안되는 건지도 잘 모르겠어요. 근데 일단 공부 계획 세워 놓으면 90프로 이상 못 지켰고(느려서. 근데 느린게 집중을 못해서 그런 거 같아요). 숙제는 정말 빈번히 못 해갔었어요. 또 알바 처음 시작했을 때는 배달기사님 콜하는 걸 자꾸 잊어먹어서 짤릴 뻔 했어요. 뭐 이런 특성들 고려해보면 ADHD같기도 한데. 또 아닌 것 같은 특성은 뭐냐면 일단 전 조용한 학생이었거든요. 부산하고 산만하진 않았어요. 좀 소심한데 또 관종끼는 살짝 있어서 눈에 튀는 짓을 해서 사차원으로 불리긴 했었던 정도? 조용하고 어른들 말 잘 들어서 어렸을 땐 모범생. 오히려 집중 잘 하는 학생으로 불렸었어요. 학년이 높아질수록 멀어지긴 했지만… 그리고 알바에서 그렇게 문제 됐던 것도 반복하다보니 고치긴 했단 말이에요. 익숙해져서 거의 그럴 일 없긴 한데 살짝 맘 놓으면 실수하긴 하지만..
누구나 집중은 못 할 수 있죠. 근데 누구나의 정도. 그니까 정상의 정도가 어느정도인진 모르겠어요.
뭐 내가 이런가? 저런가? 정상이 아닌가? 정상이란 기준이 뭐지? 하면서 자아도 많이 위축되고 무너진 느낌이에요. 뭐가 맞는지 모르겠어요.
실패만 거듭하다보니 목표에 의욕 상실은 당연하고. 무언가에 도전하고싶다는 생각도 안 들어요. 제가 잘 살수 있을거란 생각이 전혀 안 들어요.
그냥 머리가 나쁜 걸까요? 아니면 단순 무기력증일까요? 아니면 정말 ADHD일까요? 
이게 검사가 한두푼이 아닌지라…어느정도 확고히 결정 내리고 병원 찾아보고 싶어서요.
원래 정말 하고 싶은 게 많은 사람이었는데. 이젠 아무 생각도 안 드네요.
혹시 관련해서 도움될만한 정보 주실 수 있으실까요??
   콤플렉스불안우울의욕없음",https://www.mindcafe.co.kr/story?id=1650339
63,"가끔 한번씩 아침에 자다일어나면 숨을 못쉴정도로 가슴이 꽉 쪼여오면서 이상황이 너무 답답하고 숨막히는때가 옵니다. 

그럴때마다 후다닥 일어나서 커텐. 베란다 문을 활짝열고 물한잔을 벌컥마시면서 가슴을 때리곤해요.

워낙 예민하고. 소심한 성격인지라
평소에도 고민거리가 있고 작은일에도 크게 스트레스를 받곤해요.

이런상황이 최근들어 줄었지만.
요새들어선 수시로 무기력함. 우울감에 미칠거같습니다. 아무것도 하기싫어요

그런 감정을 뚫을려고 
일부러 운동을하고. 일부러 산책을하고.
일부러 행동도 크게 하며 움직이며 우울의 늪에 빠지기싫어 하루하루 허우적거립니다.

이렇게 무기력하고 남에게 의지하려고만 하는 제가 한번씩은 너무 싫어요. 

살려주세요
      두통신체증상의욕없음불안호흡곤란우울스트레스",https://www.mindcafe.co.kr/story?id=1650746
64,"연애하면서도 나 자신을 챙기면서 건강한 연애하고 자존감 챙기는 법좀 알려주세요 살면서 저랑 완전 맞는사람을 만나긴 쉽지 않으니깐요 ㅠㅠ 내 자신이 잘해야한다  이런 강박이 있는지 좀 마음이 항상 긴장하고있어요 서로 맞춰가고 잘 사귀되 자존감 마음을 챙길 수 있었으면 좋겠어요 저자신을 잃지않고
콤플렉스",https://www.mindcafe.co.kr/story?id=1650758
65,"안녕하세요 저는 1년2개월남짓 연애를하고 지난주금요일 헤여졌어요 연애초기때 만나던친구가 스웨디쉬마사지를 갔고 처음엔 마사지만받고 2번째갔을땐 다른서비스를받게됬다는걸 알게되었어요 그일로 마니힘들었고 처음에는 괜찮을수도있을거야 라는생각으로 관계를이어왔지만 쉽게 용서하기힘들더군요 그래서 저도모르게 또 이별을 통보했고 그런데그친구는 또 성매매를 그날 가서 했더라구요 뭐 제가헤어지자고한날은 그렇다치더라도 날 속였다는 그배신감에 계속 집착하고 의심하고 만나는내내 힘이들었나봅니다 저도 저를잘 모르겠어요 결핍이있어서 안좋은상황에 닥쳤을때 그냥 내가또 혼자가 되버린다는거 자체가 트라우마라는게 맞는거같고 헤어지긴했지만 제가 어떻게 해쳐나갈지 자신이없어요 잘헤어졌다 싶다가도 한번씩 무너집니다 오늘은 월차내고 누워있는데 무기력해서 그 무엇도 할수없어요 잘헤어졌어라는말보다 금방 후회하고 다시올거야 라는말이 더기다려지는 제가 너무바보같습니다..
    두통의욕없음불안우울중독_집착",https://www.mindcafe.co.kr/story?id=1650780
66,"정말 어릴적부터 친하게 지내왔던 몇 년지기 친구를 편하게 못 대하겠어요..

제가 코로나 생기고 아무도 안 만나고 어디 나가지도 않았거든요 그래서 그 친구랑 거의 문자로 대화했어요 그러다보니 전화할 때도 편하게 말을 못하겠고 살짝 숨막히는 듯한 느낌도 나고 많이 불편해서 전화하는 내내 고문 같아요.. 그 친구가 싫은 건 절대 아니예요 앞으로도 친하게 지내고 싶고 정말 소중한 친구인데 자꾸 어색해지고.. 많이 조심스러워져요..

다시 편하게 지내고 싶어요
또 이렇게 어색해하는 제가 이상한 건지 걱정되기도 해요..",https://www.mindcafe.co.kr/story?id=1650812
67,"저희는 대학생 씨씨로 만나 어느덧 구년차에 접어 들었습니다. 이번주에 상견례가 잡혀있고 올해 결혼을 하기로 한 서로를 배우자로 받아들인 상황입니다. 한 가지 너무걱정 되고 저에게 두려운 마음이 자꾸 생겨 글을 적어봅니다. 남자친구이자 곧 제 남편이 될 사람을 너무 사랑하고 소중하게 생각하지만 그 동안 오랜 기간을 만나오고 두번이 헤어짐 속에 서로에게 상처도 있었고 그 상처 속에서 깨져버린 신뢰들이 아직도 가끔 수면위로 올라와 저를 괴롭힐 때가 있습니다. 아님 비슷한 일이 반복이 되지는 않으려나 걱정을 하거나 두려운 마음도 있구요. 친구들과 같이 술을 친구들이 장난이라도 저에게 더 잘해라 하면 저도 그말에 동조해 같은 말들을 합니다.. 그러면 안되는걸 알면서도요… 그리고 비슷한 일이나 오해를 했을때는 제가 너무 예민해져 남편될 사람에게 역정을 내거나 분노해버리는 제모습이 너무 역겹기 그지 없습니다. 전처럼 저희 관계에 있어서 그리고 이런 이성 관계에 있어서 신뢰하며 자유로웠던 저의 마음을 다시 찾고 싶고 평안해지고 싶고 싶습니다 모든 일에 의연해 지고 싶습니다. 
남편 될 사람을 괜한 일로 의심하며 질투 하고 싶지도 그와 비슷한 상황으로 몰아 가는 저에서 제발 벗어날 방법은 없을까요 

행복한 결혼 생활 하고 싶습니다.
       조울강박불안트라우마중독_집착우울불면망상",https://www.mindcafe.co.kr/story?id=1650973
68,"원래 잘 안 우는데 2021년도 겨울 부터는 혼자서 있을때 대뜸 눈물이 뚝뚝 떨어져요
아무도 주변에서 저를 지적하는 사람도 없고 오히려 저를 아껴주는데 저는 혼자 뭐가 문제인지 사람들과 거리를 두고 나를 속으로 한심하게 보거나 혹은 곧 한심하게 볼거라는 생각에 사로잡혀요
그러고는 혼자서 버려진 느낌이 들고 외롭고 쪽팔려져서 눈물이 흘러요
근데 요즘엔 눈물 흐르는게 전 보다 과해져서 거의 반나절이 기분 때문에 날아가요  이제 지쳐요 저는 왜 이렇게 희망적이지 못 할까요 왜 이렇게 못난 자아를 못버려 이럴까요 설명도 못할 감정에 붙잡혀서 아무것도 할 수가 없어요 왜 저 스스로는 저를 다독일 수 없을까요 왜 계속 처 울까요
 불안우울",https://www.mindcafe.co.kr/story?id=1651274
69,"26살 여자입니다. 
요즘 관계에서 의존적이었던 부분을 알아차려서 홀로서기를 해보려고 노력하는 중입니다.

마음이 불편할 때 사람을 만나서 해소해버리고 왜 불편했는지 알아볼 기회를 놓치기 보다는. 혼자만의 여유있는 시간을 가지며 내가 왜 불편했는지 정리해보곤 합니다.

그래서 제가 부담을 느끼거나 불편감을 느끼는 관계에서는 상대에게 맞추지 않고 제 속도대로 하곤해요.

그런데 이러다 아무도 내 옆에 남지 않는 건 아닐까. 나의 속도를 존중한다는 명목하에 내가 너무 이기적이어지는건 아닐까 두려움이 올라옵니다.

누군가 나를 만나고 싶어할 때. '내가 이 만남을 하고싶나?' 하고 내 마음에 귀기울이다보니. 자꾸만 관계에서의 이유를 찾게 되고. 나에게 도움(유익함. 즐거움 등)이 되지 않으면 둘러대고 만나지 않아버리거나. 만나더라도 어떻게든 나에게 도움될만한 구석이 있어야 그 만남이 정당화되는 기분이에요.. 그렇지 않으면 억울한 마음이 생겨 괴롭습니다.

이런 제 모습이 너무 못났다고 느낍니다.

저는 왜 이럴까요? 도움의 말씀 구합니다.
  불안스트레스콤플렉스",https://www.mindcafe.co.kr/story?id=1651366
70,"요즘화가많고짜증많이내고
싸우고 스트레스가 많아져서
위장장애도 악화됬는데
여행하면 도움되나요??",https://www.mindcafe.co.kr/story?id=1651774
71,"제 동생의 행동이 점점 미쳐가요

올해 고1 된 아이의 행동이 맞나 싶어요 행동은 이러해요

현재로선 아랫집 윗집 소리가 저희 집까지 나는 경우가 있어요 그럴 때마다 아랫집 윗집에 찾아가 문을 쾅쾅거리고 안날 때에도 소리가 난다고 아랫집 윗집에 찾아가 문을 쾅쾅쾅 두드리는 행동과 방에서 혼잣말을 하는 경우가 매우 많고 사람과 만나려하지 않아요 사람 많은 곳은 물론이고 만약 어딜 가족끼리 놀러갔을 때 차 안에서 나오질 않아요.. 

사실 제 동생은 학교에서 따돌림을 당한 후 가해자들이 해킹을 했다. 가해자와 어른들이 우리 집을 cctv로 보고 있다 등 터무니없는 얘기들을 하며 거의 나라 망한다 싶이 울었었고 이 때문에 정신과와 집을 병행하고 또는 폐쇄병동에 입원 해 약을 복용했어요 

하지만 정신과 병원 입원 당시 집에 가고 싶다고 소리를 지르고 결국 진정제를 맞고 잔다고 의사 선생님께 들었어요 그리고 병원이 맞지 않다고 판단해 퇴원했고 퇴원 후 제 동생은 지금관 다르지만 이때도 이상해졌었어요

죄송하다고 하고 살려주세요 등 갑자기 울고 몸이 축 쳐져 있어 엄마께서 많이 걱정을 하셨었고 저도 걱정이 많았는데 그 후에 저희 집에서 소동이 있어 정신과 폐쇄병동을 한 번 더 입원했었어요 그리고 또 퇴원했죠

퇴원 후엔 완전 애가 괜찮아졌었어요 그 전엔 말도 어눌하게 했었는데 어눌하지도 않고 한시름 놨다 싶었죠 하지만 그건 약을 먹을 때에 행복이였어요..

갑자기 약을 안 먹겠다하더니 지금은 저 윗글에서 봤다시피 현재로선 집에서 혼잣말하고 엄마가 들어와 몸 상태를 물어보면 ***년 꺼져 등 엄마한테 할 수 없는 말을 해대면서 자신의 방을 나가라해요 그리고 방 안에서 나오려하지않고요.. 

제 동생의 상태가 어떤지 알려주세요 그리고 해결책을 주세요.. 제발 도와주세요 ㅜㅜ

    공황조울강박충동_폭력분노조절",https://www.mindcafe.co.kr/story?id=1652319
72,"결혼한지 2년되어갑니다
좋을땐 사이가 좋지만 한번 싸울때마다 너무 힘듭니다.
싸우면 남편이 말을하지 않아요.
3일 5일 1주 2주 최대 한달 까지 말을안했어요
항상 참다참다 폭발해서 말걸거나
그래 어차피 저사람은 먼저 말안하니까
길게 끓어 뭐하나 그냥 말걸자 합니다.
근데 이게 매번 그러니까 힘드네요
제가 자다가 울컥해서 내일아침 내가 죽었으면 좋겠다. 내가 죽으면 오빠가 후회할까. 저 칼로 오빠앞에서 손목을 그으면 내 힘듬을 알아줄래??
라고 얘기해도 다시 자더라구요
다음날 말도 없고..
정말 자존감이 바닥을 치고있습니다
내가 예쁘면 안그랬을까. 내가 여우처럼 굴었음 됫었을까. 등등등
나를 깍고만 있네요...
가끔 과호흡도 오고 이명. 난청도 오고
스트레스를 푸는 방법도 모르고...
난 결국 남편에게 사랑받고 싶은데.. 
사실 사랑받고 싶은 마음이 너무 크다보니 스스로 생기는 병 같기도하고요.
부부 문제이자 제 문제 인것 같습니다


      결혼우울남편와이프트라우마분노조절콤플렉스신체증상호흡곤란아내부부싸움자존감불안이혼부부",https://www.mindcafe.co.kr/story?id=1652952
